metatranscriptomics_name	kraken2_taxonomy
k141_151515	Pseudomonas fluorescens WH6 (taxid 746360)
k141_94785	Enterobacteriaceae (taxid 543)
k141_75882	Weissella confusa (taxid 1583)
k141_208221	Pseudomonas fragi (taxid 296)
k141_19166	Moritella sp. 24 (taxid 2746230)
k141_132536	Hydrogenophaga sp. PBL-H3 (taxid 434010)
k141_189268	Serratia marcescens (taxid 615)
k141_151518	Pseudomonas lundensis (taxid 86185)
k141_227093	Lactobacillus amylovorus GRL 1112 (taxid 695560)
k141_246048	Limosilactobacillus frumenti (taxid 104955)
k141_38047	Acinetobacter bereziniae (taxid 106648)
k141_56899	Pseudomonas fragi (taxid 296)
k141_208223	Streptococcus equinus (taxid 1335)
k141_272	Acinetobacter piscicola (taxid 2006115)
k141_189270	Photobacterium damselae (taxid 38293)
k141_132538	Actinomycetia (taxid 1760)
k141_56900	Pseudomonas putida NBRC 14164 (taxid 1211579)
k141_170414	Pseudomonas toyotomiensis (taxid 554344)
k141_75892	Pseudomonas sp. B11D7D (taxid 2735906)
k141_113662	Pluralibacter gergoviae (taxid 61647)
k141_151526	Lactobacillus amylovorus (taxid 1604)
k141_132539	Hydrogenophaga sp. BPS33 (taxid 2651974)
k141_208228	Vibrio (taxid 662)
k141_94800	Pseudomonas fragi (taxid 296)
k141_113664	Pluralibacter gergoviae (taxid 61647)
k141_246056	Achromobacter xylosoxidans NH44784-1996 (taxid 1167634)
k141_38053	Hydrogenophaga sp. PBL-H3 (taxid 434010)
k141_170419	Hydrogenophaga sp. PBL-H3 (taxid 434010)
k141_56905	Achromobacter xylosoxidans (taxid 85698)
k141_227095	Dietzia psychralcaliphila (taxid 139021)
k141_278	Pseudomonas sp. R5-89-07 (taxid 658644)
k141_132544	Pseudomonas psychrophila (taxid 122355)
k141_56908	Pseudomonas taetrolens (taxid 47884)
k141_246059	Pseudomonas sp. LAB-08 (taxid 143813)
k141_94807	Pseudomonas putida NBRC 14164 (taxid 1211579)
k141_208234	Pseudomonas fragi (taxid 296)
k141_132547	Streptococcus infantarius (taxid 102684)
k141_56911	Romboutsia hominis (taxid 1507512)
k141_151537	Delftia (taxid 80865)
k141_75909	Lactobacillus amylovorus (taxid 1604)
k141_38063	Enterobacteriaceae (taxid 543)
k141_246065	Limosilactobacillus fermentum (taxid 1613)
k141_227107	Vibrio sp. SM1977 (taxid 2662262)
k141_94812	Pseudomonas fragi (taxid 296)
k141_132548	Stenotrophomonas maltophilia (taxid 40324)
k141_208241	Sphaerospermopsis kisseleviana NIES-73 (taxid 1973480)
k141_113670	Pseudomonas fluorescens WH6 (taxid 746360)
k141_38066	Limosilactobacillus frumenti (taxid 104955)
k141_246068	Pseudomonas fluorescens WH6 (taxid 746360)
k141_189274	Rhodoferax sp. BAB1 (taxid 2741720)
k141_19197	Pseudomonas putida NBRC 14164 (taxid 1211579)
k141_208242	Photobacterium profundum SS9 (taxid 298386)
k141_75915	Pseudomonas fragi (taxid 296)
k141_246069	Anoxybacillus flavithermus WK1 (taxid 491915)
k141_19198	Vibrio mediterranei (taxid 689)
k141_132551	Pseudomonas stutzeri DSM 10701 (taxid 1123519)
k141_56926	Moritella sp. 5 (taxid 2746231)
k141_94823	unclassified Pseudomonas (taxid 196821)
k141_208244	Paraburkholderia fungorum (taxid 134537)
k141_227118	Pseudomonas fragi (taxid 296)
k141_113676	Limosilactobacillus pontis (taxid 35787)
k141_208245	Thermotoga sp. Cell2 (taxid 1157947)
k141_75921	Photobacterium profundum SS9 (taxid 298386)
k141_227120	Pseudomonas putida (taxid 303)
k141_19204	Lactobacillus salivarius UCC118 (taxid 362948)
k141_94828	Paraburkholderia fungorum (taxid 134537)
k141_280	Enterobacteriaceae (taxid 543)
k141_56928	Pseudomonas sp. HLS-6 (taxid 2049589)
k141_113680	Ligilactobacillus salivarius (taxid 1624)
k141_170431	Pluralibacter gergoviae (taxid 61647)
k141_246072	Hydrogenophaga sp. BPS33 (taxid 2651974)
k141_189276	Aeromicrobium erythreum (taxid 2041)
k141_75925	Ligilactobacillus salivarius (taxid 1624)
k141_19207	Hydrogenophaga sp. YM1 (taxid 2806262)
k141_282	Pseudomonas sp. R5-89-07 (taxid 658644)
k141_94832	Pseudomonas mendocina (taxid 300)
k141_38084	Enterobacteriaceae (taxid 543)
k141_208254	Enterobacteriaceae (taxid 543)
k141_170435	Pseudomonas sihuiensis (taxid 1274359)
k141_246078	Pluralibacter gergoviae (taxid 61647)
k141_56933	Limosilactobacillus frumenti (taxid 104955)
k141_287	Hydrogenophaga sp. BA0156 (taxid 2716225)
k141_56934	Pseudomonas putida (taxid 303)
k141_94836	Pseudomonas sp. bs2935 (taxid 1761895)
k141_227129	Pseudomonas fluorescens (taxid 294)
k141_38089	Lactobacillus reuteri SD2112 (taxid 491077)
k141_19215	Proteobacteria (taxid 1224)
k141_113682	Pluralibacter gergoviae (taxid 61647)
k141_170436	Enterobacteriaceae (taxid 543)
k141_75938	Acinetobacter piscicola (taxid 2006115)
k141_38092	Pseudomonas putida (taxid 303)
k141_170441	Hydrogenophaga sp. RAC07 (taxid 1842537)
k141_56940	Enterobacteriaceae (taxid 543)
k141_246092	Anoxybacillus flavithermus (taxid 33934)
k141_19222	Clostridium isatidis (taxid 182773)
k141_151540	Aeromicrobium erythreum (taxid 2041)
k141_189293	Pseudomonas fragi (taxid 296)
k141_227139	Pseudomonas sp. SK3(2021) (taxid 2841064)
k141_208255	Limosilactobacillus vaginalis (taxid 1633)
k141_113694	Serratia sp. LS-1 (taxid 2485839)
k141_132585	Limosilactobacillus mucosae (taxid 97478)
k141_170442	Hydrogenophaga sp. RAC07 (taxid 1842537)
k141_151541	Acinetobacter (taxid 469)
k141_38099	Lactobacillus salivarius str. Ren (taxid 1194971)
k141_56942	Pseudomonas putida B6-2 (taxid 1081940)
k141_227141	Escherichia coli (taxid 562)
k141_208256	Enterobacteriaceae (taxid 543)
k141_189298	Burkholderiales (taxid 80840)
k141_94851	Pseudomonas fluorescens (taxid 294)
k141_113698	Serratia (taxid 613)
k141_19236	Pseudomonas protegens (taxid 380021)
k141_151550	Geobacillus sp. 44C (taxid 1963024)
k141_208260	Thermotoga maritima (taxid 2336)
k141_189299	Pseudomonas sp. S09G 359 (taxid 2054919)
k141_246097	Pluralibacter gergoviae (taxid 61647)
k141_38112	Gammaproteobacteria (taxid 1236)
k141_246101	Thermotoga naphthophila RKU-10 (taxid 590168)
k141_94860	Pseudomonas mendocina (taxid 300)
k141_309	Pseudomonas (taxid 286)
k141_132595	Pseudomonas psychrophila (taxid 122355)
k141_208266	Eubacterium maltosivorans (taxid 2041044)
k141_75959	Pseudomonas fragi (taxid 296)
k141_19245	Lactobacillus fermentum IFO 3956 (taxid 334390)
k141_94862	Aeromicrobium (taxid 2040)
k141_113703	Pseudomonas putida S12 (taxid 1215087)
k141_38116	Lactobacillus johnsonii (taxid 33959)
k141_151558	Ralstonia pickettii 12J (taxid 402626)
k141_132597	Pseudomonas fluorescens Pf0-1 (taxid 205922)
k141_314	Bacillus cereus group (taxid 86661)
k141_189311	Pseudomonas protegens (taxid 380021)
k141_94865	Vibrio cyclitrophicus (taxid 47951)
k141_170448	Pseudomonas lundensis (taxid 86185)
k141_208268	Shewanella halifaxensis HAW-EB4 (taxid 458817)
k141_246103	Pluralibacter gergoviae (taxid 61647)
k141_113705	Pseudomonas putida (taxid 303)
k141_227163	Pseudomonas fluorescens WH6 (taxid 746360)
k141_19249	Achromobacter xylosoxidans A8 (taxid 762376)
k141_151561	Enterobacteriaceae (taxid 543)
k141_170450	Delftia acidovorans (taxid 80866)
k141_19250	Streptococcus equinus (taxid 1335)
k141_315	Hydrogenophaga sp. BPS33 (taxid 2651974)
k141_132604	Phreatobacter stygius (taxid 1940610)
k141_113706	Enterobacteriaceae (taxid 543)
k141_75968	Paraburkholderia fungorum (taxid 134537)
k141_208277	Latilactobacillus sakei subsp. sakei (taxid 214326)
k141_151565	Pseudomonas sp. 02C 26 (taxid 2054914)
k141_208280	Methylobacterium mesophilicum SR1.6/6 (taxid 908290)
k141_189317	Pluralibacter gergoviae (taxid 61647)
k141_19260	Pseudomonas sp. AN-B15 (taxid 2697023)
k141_151570	Pseudomonas putida (taxid 303)
k141_208289	Paraburkholderia fungorum (taxid 134537)
k141_189320	Pseudomonas psychrophila (taxid 122355)
k141_151572	Achromobacter deleyi (taxid 1353891)
k141_246124	Pseudomonas sihuiensis (taxid 1274359)
k141_19268	Lactobacillus reuteri I5007 (taxid 1340495)
k141_189322	Pseudomonas sp. AN-B15 (taxid 2697023)
k141_151573	Shinella sp. HZN7 (taxid 879274)
k141_94878	Pseudomonas synxantha (taxid 47883)
k141_330	Acinetobacter piscicola (taxid 2006115)
k141_151574	Rhizobium (taxid 379)
k141_132625	Pseudomonas putida NBRC 14164 (taxid 1211579)
k141_75970	Enterobacteriaceae (taxid 543)
k141_151575	Pseudomonas fragi (taxid 296)
k141_331	Pseudomonas fragi (taxid 296)
k141_132626	Pseudomonas (taxid 286)
k141_208300	Enterobacteriaceae (taxid 543)
k141_151577	Anoxybacillus flavithermus WK1 (taxid 491915)
k141_151578	Pseudomonas fluorescens NCIMB 11764 (taxid 1221522)
k141_75977	Leuconostoc citreum (taxid 33964)
k141_19270	Pseudomonas lundensis (taxid 86185)
k141_38159	Serratia marcescens (taxid 615)
k141_332	Lactobacillus reuteri SD2112 (taxid 491077)
k141_19274	Pseudomonas fluorescens WH6 (taxid 746360)
k141_94892	Achromobacter deleyi (taxid 1353891)
k141_113735	Pseudomonas lundensis (taxid 86185)
k141_38161	Hydrogenophaga sp. PBL-H3 (taxid 434010)
k141_227166	Pseudomonas lundensis (taxid 86185)
k141_132630	Achromobacter deleyi (taxid 1353891)
k141_333	Pseudomonas fragi (taxid 296)
k141_94894	Pseudomonas protegens (taxid 380021)
k141_19278	Pseudomonas sp. AN-B15 (taxid 2697023)
k141_94895	Pluralibacter gergoviae (taxid 61647)
k141_151587	Pseudomonas stutzeri (taxid 316)
k141_208321	Pseudomonas protegens (taxid 380021)
k141_227170	Achromobacter xylosoxidans A8 (taxid 762376)
k141_38163	Acinetobacter piscicola (taxid 2006115)
k141_208322	Bacteria (taxid 2)
k141_113742	Hydrogenophaga sp. RAC07 (taxid 1842537)
k141_339	Pseudomonas fragi (taxid 296)
k141_19282	Vibrio zhugei (taxid 2479546)
k141_132634	Lactobacillus crispatus (taxid 47770)
k141_38167	Enterobacteriaceae (taxid 543)
k141_227172	Hydrogenophaga sp. BPS33 (taxid 2651974)
k141_38169	Pseudomonas mendocina (taxid 300)
k141_113748	Pluralibacter gergoviae (taxid 61647)
k141_170453	Rhodoferax sp. BAB1 (taxid 2741720)
k141_151596	Pseudomonas fragi (taxid 296)
k141_246145	Pluralibacter gergoviae (taxid 61647)
k141_94903	Pluralibacter gergoviae (taxid 61647)
k141_353	Serratia sp. JKS000199 (taxid 1938820)
k141_189324	Limosilactobacillus vaginalis (taxid 1633)
k141_38176	Pseudomonas fragi (taxid 296)
k141_170459	Agromyces intestinalis (taxid 2592652)
k141_355	Enterobacteriaceae (taxid 543)
k141_227179	Lactobacillus crispatus ST1 (taxid 748671)
k141_208326	Nocardioides sp. ZJ1313 (taxid 2685869)
k141_19298	Pseudomonas mendocina (taxid 300)
k141_357	Pseudomonas sp. AN-B15 (taxid 2697023)
k141_38180	Lactiplantibacillus plantarum (taxid 1590)
k141_151603	Aeromicrobium erythreum (taxid 2041)
k141_170465	Aeromicrobium erythreum (taxid 2041)
k141_227186	Pseudomonas psychrophila (taxid 122355)
k141_19299	Lactiplantibacillus plantarum (taxid 1590)
k141_208333	Serratia marcescens (taxid 615)
k141_170467	Pseudomonas migulae (taxid 78543)
k141_189333	Thermotoga maritima (taxid 2336)
k141_94908	Lactobacillus crispatus ST1 (taxid 748671)
k141_227191	Hydrogenophaga sp. RAC07 (taxid 1842537)
k141_113769	Paraburkholderia fungorum (taxid 134537)
k141_151610	Pseudomonas psychrophila (taxid 122355)
k141_246165	Ralstonia pickettii 12J (taxid 402626)
k141_38185	Lactobacillus crispatus (taxid 47770)
k141_113771	Hydrogenophaga sp. PBL-H3 (taxid 434010)
k141_94910	Lactobacillus crispatus (taxid 47770)
k141_246167	Pseudomonas fragi (taxid 296)
k141_227196	Pseudomonas fragi (taxid 296)
k141_38186	Leuconostoc kimchii IMSNU 11154 (taxid 762051)
k141_113774	Pseudomonas psychrophila (taxid 122355)
k141_208337	Pseudomonas mendocina (taxid 300)
k141_94913	Variovorax sp. RKNM96 (taxid 2681552)
k141_38187	Pseudomonas fragi (taxid 296)
k141_170481	Pseudomonas veronii (taxid 76761)
k141_151616	Pseudomonas fragi (taxid 296)
k141_75980	Lactobacillus reuteri SD2112 (taxid 491077)
k141_94917	Achromobacter deleyi (taxid 1353891)
k141_246173	Lactobacillus mucosae LM1 (taxid 1130798)
k141_189339	Pseudomonas fluorescens R124 (taxid 743713)
k141_369	Pluralibacter gergoviae (taxid 61647)
k141_208345	Pseudomonas lundensis (taxid 86185)
k141_75981	Serratia (taxid 613)
k141_56946	Lactobacillus reuteri SD2112 (taxid 491077)
k141_75982	Hydrogenophaga sp. BPS33 (taxid 2651974)
k141_38194	Pseudomonas fragi (taxid 296)
k141_19318	Pseudomonas fragi (taxid 296)
k141_189343	Micrococcus luteus (taxid 1270)
k141_246174	Weissella confusa (taxid 1583)
k141_227205	Pseudomonas lundensis (taxid 86185)
k141_94928	Pseudomonas eucalypticola (taxid 2599595)
k141_75986	Clostridium sp. DL-VIII (taxid 641107)
k141_208350	Pseudomonas mendocina NK-01 (taxid 1001585)
k141_189344	Paraburkholderia fungorum (taxid 134537)
k141_372	Ralstonia pickettii 12J (taxid 402626)
k141_38202	Paraburkholderia fungorum (taxid 134537)
k141_151626	Pseudomonas sp. PONIH3 (taxid 1636610)
k141_19319	Rhodoferax sp. BAB1 (taxid 2741720)
k141_94932	Thermotoga sp. 2812B (taxid 1157948)
k141_170491	Pseudomonas protegens (taxid 380021)
k141_113780	Geobacillus stearothermophilus (taxid 1422)
k141_227207	Lactobacillus plantarum 16 (taxid 1327988)
k141_56956	Limosilactobacillus frumenti (taxid 104955)
k141_38203	Pseudomonas putida F1 (taxid 351746)
k141_208360	Bacteria (taxid 2)
k141_19320	Pseudomonas putida S13.1.2 (taxid 1384061)
k141_56958	Serratia marcescens (taxid 615)
k141_189349	Delftia acidovorans (taxid 80866)
k141_227209	Enterobacteriaceae (taxid 543)
k141_113785	Serratia marcescens (taxid 615)
k141_246175	Pluralibacter gergoviae (taxid 61647)
k141_375	Lactobacillus mucosae LM1 (taxid 1130798)
k141_75998	Vibrio sp. B1FLJ16 (taxid 2751178)
k141_151638	Pseudomonas synxantha (taxid 47883)
k141_56963	Streptomyces hygroscopicus (taxid 1912)
k141_377	Lactobacillus crispatus ST1 (taxid 748671)
k141_38207	Photobacterium profundum SS9 (taxid 298386)
k141_208366	Enterobacteriaceae (taxid 543)
k141_113790	Pseudomonas poae (taxid 200451)
k141_38208	Lactobacillus crispatus ST1 (taxid 748671)
k141_189357	Enterobacteriaceae (taxid 543)
k141_170493	Pseudomonas mendocina NK-01 (taxid 1001585)
k141_246189	Pseudomonas stutzeri A1501 (taxid 379731)
k141_208371	Pseudomonas protegens (taxid 380021)
k141_94950	Pseudomonas putida (taxid 303)
k141_227219	Pseudoalteromonas tunicata (taxid 314281)
k141_391	Pseudomonas sp. S09G 359 (taxid 2054919)
k141_189362	Hydrogenophaga sp. RAC07 (taxid 1842537)
k141_208373	Anoxybacillus flavithermus WK1 (taxid 491915)
k141_76012	Stenotrophomonas maltophilia (taxid 40324)
k141_151649	Serratia marcescens (taxid 615)
k141_94951	Pseudomonas mendocina (taxid 300)
k141_132641	Limosilactobacillus vaginalis (taxid 1633)
k141_113794	Pseudomonas sp. Ost2 (taxid 2678260)
k141_56971	Rhodoferax sp. BAB1 (taxid 2741720)
k141_170498	Achromobacter xylosoxidans (taxid 85698)
k141_113795	Photobacterium damselae subsp. piscicida (taxid 38294)
k141_189368	Pseudomonas putida S13.1.2 (taxid 1384061)
k141_38218	Pseudomonas lundensis (taxid 86185)
k141_397	unclassified Moritella (taxid 2637987)
k141_208381	Leuconostoc falkenbergense (taxid 2766470)
k141_19347	Pseudomonas psychrophila (taxid 122355)
k141_76016	Pseudomonas poae RE*1-1-14 (taxid 1282356)
k141_227226	Pseudomonas alkylphenolica (taxid 237609)
k141_94958	Pseudomonas putida NBRC 14164 (taxid 1211579)
k141_399	Acinetobacter piscicola (taxid 2006115)
k141_56973	Lactobacillus coryniformis subsp. torquens DSM 20004 = KCTC 3535 (taxid 1423822)
k141_246190	Escherichia coli (taxid 562)
k141_246193	Aeromicrobium sp. A1-2 (taxid 2107713)
k141_94962	Serratia ureilytica (taxid 300181)
k141_151656	Aeromicrobium erythreum (taxid 2041)
k141_227232	Pluralibacter gergoviae (taxid 61647)
k141_38223	Bordetella holmesii (taxid 35814)
k141_208387	Pseudomonas psychrophila (taxid 122355)
k141_189381	Aeromicrobium (taxid 2040)
k141_407	Neobacillus thermocopriae (taxid 1215031)
k141_151657	Enterobacteriaceae (taxid 543)
k141_94963	Clostridium isatidis (taxid 182773)
k141_56979	Pseudomonas protegens (taxid 380021)
k141_246195	Hydrogenophaga sp. PBL-H3 (taxid 434010)
k141_19358	Serratia marcescens WW4 (taxid 435998)
k141_113800	Dietzia sp. oral taxon 368 (taxid 712270)
k141_208388	Anoxybacillus flavithermus WK1 (taxid 491915)
k141_189382	Pseudomonas sp. Lz4W (taxid 1206777)
k141_132649	Lactobacillus reuteri SD2112 (taxid 491077)
k141_56980	Enterobacteriaceae (taxid 543)
k141_94968	Clavibacter zhangzhiyongii (taxid 2768071)
k141_151662	Pseudomonas putida (taxid 303)
k141_414	Pseudomonas putida NBRC 14164 (taxid 1211579)
k141_38227	Pseudomonas resinovorans NBRC 106553 (taxid 1245471)
k141_170519	Pseudomonas fragi (taxid 296)
k141_19361	Pseudomonas sp. HLS-6 (taxid 2049589)
k141_113802	Pseudomonas fragi (taxid 296)
k141_227243	Vibrio parahaemolyticus (taxid 670)
k141_132653	Pseudomonas psychrotolerans (taxid 237610)
k141_56983	Pseudomonas (taxid 286)
k141_189387	Achromobacter deleyi (taxid 1353891)
k141_246206	Pluralibacter gergoviae (taxid 61647)
k141_227244	Cedecea neteri (taxid 158822)
k141_56984	Photobacterium damselae (taxid 38293)
k141_113803	Hydrogenophaga sp. BPS33 (taxid 2651974)
k141_208391	Dietzia psychralcaliphila (taxid 139021)
k141_151666	Pluralibacter gergoviae (taxid 61647)
k141_246208	Lactiplantibacillus plantarum (taxid 1590)
k141_151667	Ligilactobacillus salivarius (taxid 1624)
k141_208393	Pseudomonas protegens Cab57 (taxid 1420599)
k141_227249	Pseudomonas stutzeri (taxid 316)
k141_38236	Pseudomonas psychrophila (taxid 122355)
k141_151668	Pseudomonas putida (taxid 303)
k141_132655	Pseudomonas sp. CC6-YY-74 (taxid 1930532)
k141_151669	Pseudomonas stutzeri DSM 4166 (taxid 996285)
k141_208396	Pseudomonas sp. CMR5c (taxid 658630)
k141_170526	Pseudomonas fragi (taxid 296)
k141_19370	Achromobacter deleyi (taxid 1353891)
k141_56989	Lactobacillus crispatus (taxid 47770)
k141_427	Pseudomonas mucidolens (taxid 46679)
k141_38243	Klebsiella aerogenes (taxid 548)
k141_227256	Rhodococcus ruber (taxid 1830)
k141_151673	Achromobacter xylosoxidans A8 (taxid 762376)
k141_132660	Achromobacter xylosoxidans (taxid 85698)
k141_208398	Lactobacillus crispatus (taxid 47770)
k141_113821	Vibrio harveyi (taxid 669)
k141_19372	Pseudomonas fragi (taxid 296)
k141_38245	Pseudomonas putida H8234 (taxid 1331671)
k141_170535	Lactiplantibacillus plantarum (taxid 1590)
k141_208401	Enterobacteriaceae (taxid 543)
k141_170537	Phreatobacter cathodiphilus (taxid 1868589)
k141_57000	Pseudomonas sp. HLS-6 (taxid 2049589)
k141_434	Delftia acidovorans (taxid 80866)
k141_227261	Pseudoxanthomonas spadix BD-a59 (taxid 1045855)
k141_170538	Pseudomonas sp. AN-B15 (taxid 2697023)
k141_19377	Stenotrophomonas maltophilia (taxid 40324)
k141_151681	Limosilactobacillus fermentum (taxid 1613)
k141_436	Fusobacterium mortiferum ATCC 9817 (taxid 469616)
k141_246217	Microbacterium (taxid 33882)
k141_227267	Streptococcus sobrinus (taxid 1310)
k141_208411	Lactobacillus crispatus ST1 (taxid 748671)
k141_19378	Photobacterium damselae (taxid 38293)
k141_132676	Pseudomonas fluorescens R124 (taxid 743713)
k141_113840	Pluralibacter gergoviae (taxid 61647)
k141_246221	unclassified Pseudomonas (taxid 196821)
k141_19381	Streptococcus infantarius (taxid 102684)
k141_113841	Dietzia psychralcaliphila (taxid 139021)
k141_441	Achromobacter deleyi (taxid 1353891)
k141_132680	unclassified Pseudomonas (taxid 196821)
k141_227274	Pseudomonas fragi (taxid 296)
k141_208417	Citrobacter freundii (taxid 546)
k141_151685	Lactobacillus crispatus (taxid 47770)
k141_113842	Enterobacteriaceae (taxid 543)
k141_246227	Thermotoga sp. 2812B (taxid 1157948)
k141_227277	Hydrogenophaga sp. BPS33 (taxid 2651974)
k141_132686	Enterobacteriaceae (taxid 543)
k141_208420	Vibrio vulnificus (taxid 672)
